Data Through Date,Eligibility,Project Name,Solicitation Name,Inflation Adjustment,Fixed REC Price,Index (O)REC Strike Price,Incremental Economic Benefits Claimed,Project Met Economic Benefits Threshold,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Regulatory Permitting,Article VII,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Commercial Operation,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,P50 Generation calculated by NYSERDA (MWh/yr),Transmission Capacity (HVDC),Georeference
12/11/2024,Tier 1,SunEast Valley Solar,RESRFP19-1,,,63.07,Yes,,Solar,New,,SunEast Valley Solar LLC,SunEast Development LLC,,,Central,,828,SEQR,,,13827,Tioga,NY,Southern Tier,Cancelled,,,20,19.99,19.99,37124,44548,,,,POINT (-76.26213 42.10271)
12/11/2024,Tier 1,Sunny Knoll Solar,RESRFP17-1,,27.00,,,,Solar,New,,,,,,Capital,,,,,,12157,Schoharie,NY,Mohawk Valley,Cancelled,,,20,19.99,19.39,32613,39135,,,,POINT (-74.31147 42.6644)
12/11/2024,OREC,Sunrise Wind,ORECRFP18-1,,,,,,Offshore Wind,New,,,Orsted A/S and Eversource Energy,,,,,,Article 7,https://www.permits.performance.gov/permitting-project/sunrise-wind-farm,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-T-0617,,,,,Cancelled,,,25,924,924,,,4419800,,,
12/11/2024,OREC,Sunrise Wind,ORECRFP23-1,,,146,,,Offshore Wind,New,,,Orsted A/S and Eversource Energy,,,New York City,,,Article 7,https://www.permits.performance.gov/permitting-project/fast-41-covered-projects/sunrise-wind-farm,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?Mattercaseno=20-T-0617,,,,,Under Development,,2026,25,924,,,,4115749,4017000,,
12/11/2024,Tier 1,Swinging Bridge,3257,,25.00,,Yes,,Hydroelectric,Existing,Upgrade,"Eagle Creek Hydro Power, LLC",Eagle Creek Hydro Power,,,Hudson Valley,23641,696,SEQR,,,12737,Sullivan,NY,Mid-Hudson,Operational,2020,2020,20,2.18,2.07,4794,4794,,,,POINT (-74.80665 41.49108)
12/11/2024,Tier 2,Talcville,T2RFP21-1,,8.00,,,,Hydroelectric,,,Erie Boulevard Hydropower LP,Brookfield Renewable Trading and Marketing LP,,,Mohawk Valley,,,,,,13635,St Lawrence,NY,North Country,Completed,1986,2021,3,,1.1,4075,4075,,,,POINT (-75.24961 44.32655)
12/11/2024,Tier 1,Tannery Island - Tannery Island Hydro,3257,,9.50,,,,Hydroelectric,Existing,Upgrade,Ampersand Tannery Island Hydro LLC,Ampersand Energy Partners,,,Mohawk Valley,23633,,SEQR,,,13619,Jefferson,NY,North Country,Operational,2016,2016,20,0.17,0.16,827,827,,,,POINT (-75.60618 43.98008)
12/11/2024,Tier 1,Tayandenega Solar,RESRFP23-1,,,93.67,Yes,,Solar,New,,"Tayandenega Solar, LLC",Greenbacker Renewable Energy Company,,,Capital,,565,SEQR,,,13452,Montgomery,NY,Mohawk Valley,Under Development,,2026,20,15,15,28238,33885,,,,POINT (-74.67843 42.99876)
12/11/2024,Tier 1,Tayandenega Solar,RESRFP17-1,,,72.61,Yes,,Solar,New,,"Tayandenega Solar, LLC",Greenbacker Renewable Energy Corporation,,,Capital,,565,SEQR,,,13452,Montgomery,NY,Mohawk Valley,Cancelled,,,20,19.99,19.99,37106,44527,,,,POINT (-74.67843 42.99876)
12/11/2024,Non-Tier 1,Taylorville Hydro,1851,,14.62,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24048,,,,,13327,Lewis,NY,North Country,Completed,2010,2011,10,0.1,0.1,684,684,,,,POINT (-75.39118 43.89781)
12/11/2024,Tier 1,Tracy Solar Energy Center,RESRFP20-1,,,60.69,Yes,,Solar,New,,"Tracy Solar Energy Center, LLC",EDF Renewables Development,5,20,Mohawk Valley,,774,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00962&CaseSearch=Search,,13656,Jefferson,NY,North Country,Cancelled,,,20,119,119,236634,283960,,,,POINT (-75.96182 44.19682)
12/11/2024,Tier 1,Trelina Solar Energy Center,RESRFP18-1,,,67.52,Yes,,Solar,New,,Trelina Energy Center LLC,NextEra Energy Resources,,,Central,,720,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=59765&MNO=19-F-0366,,13165,Seneca,NY,Finger Lakes,Cancelled,,,20,80,80,156629,187955,,,,POINT (-76.8627 42.89895)
12/11/2024,Tier 1,"Trelina Solar Energy Center, LLC",RESRFP23-1,,,104.98,Yes,,Solar,New,,"Trelina Solar Energy Center, LLC",NextEra Energy Resources,,,Central,,720,Article 10,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterSeq=59765&MNO=19-F-0366,,14456,Ontario,NY,Finger Lakes,Under Development,,2028,20,79.8,79.8,152026,182431,,,,POINT (-76.98218 42.86642)
12/11/2024,Tier 1,Valcour Altona Windpark,RESRFP22-1,,,93,Yes,,Land Based Wind,Existing,Repower,"Valcour Altona NewCo, LLC",AES Corporation,,,North,323606,174,ORES,,,12910,Clinton,NY,North Country,Under Development,,2028,20,103.5,103.5,219504,263404,,,,POINT (-73.65582 44.88942)
12/11/2024,Tier 1,Valcour Bliss Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Bliss NewCo, LLC",AES Corporation,,,West,323608,172,ORES,,,14024,Wyoming,NY,Finger Lakes,Under Development,,2028,20,108,108,261473,313768,,,,POINT (-78.2584 42.59483)
12/11/2024,Tier 1,Valcour Chateaugay Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Chateaugay NewCo, LLC",AES Corporation,,,North,323614,214,ORES,,,12923,Clinton,NY,North Country,Under Development,,2028,20,87.63,87.63,260290,312348,,,,POINT (-73.9322 44.95524)
12/11/2024,Tier 1,Valcour Clinton Windpark,RESRFP22-1,,,93,Yes,,Land Based Wind,Existing,Repower,"Valcour Clinton NewCo, LLC",AES Corporation,,,North,323605,173,ORES,,,12923,Clinton,NY,North Country,Under Development,,2028,20,80.43,80.43,226258,271509,,,,POINT (-73.9322 44.95524)
12/11/2024,Tier 1,Valcour Ellenburg Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Ellenburg NewCo, LLC",AES Corporation,,,North,323604,175,ORES,,,12923,Clinton,NY,North Country,Under Development,,2028,20,69.5,69.5,214997,257996,,,,POINT (-73.9322 44.95524)
12/11/2024,Tier 1,Valcour Wethersfield Windpark,RESRFP22-1,,,75.5,Yes,,Land Based Wind,Existing,Repower,"Valcour Wethersfield NewCo, LLC",AES Corporation,,,Central,323626,177,ORES,,,14066,Wyoming,NY,Finger Lakes,Under Development,,2028,20,99.79,99.79,334439,401326,,,,POINT (-78.13413 42.64198)
12/11/2024,Tier 1,Valley Solar,RESRFP23-1,Yes,,99,,,Solar,New,,Valley Solar NY LLC,Cordelio Power,,,Central,,828,SEQR,,,13827,Tioga,NY,Southern Tier,Under Development,,2026,20,19.99,19.99,37624,45148,,,,POINT (-76.26213 42.10271)
12/11/2024,Non-Tier 1,Wappingers Falls,1851,,20.00,,Yes,Yes,Hydroelectric,,,,,,,Hudson Valley,,,,,,12590,Dutchess,NY,Mid-Hudson,Completed,2011,2011,10,0.12,0.11,474,474,,,,POINT (-73.91438 41.59714)
12/11/2024,Tier 1,Watkins Glen Solar Energy Center,RESRFP18-1,,,67.2,Yes,,Solar,New,,"Watkins Glen Solar Energy Center, LLC",NextEra Energy Resources,,,Central,,617,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-01069&CaseSearch=Search,,14891,Schuyler,NY,Southern Tier,Cancelled,,,20,50,50,106784,128140,,,,POINT (-76.87373 42.38107)
12/11/2024,Tier 1,Watkins Road Solar,RESRFP23-1,Yes,,99,,,Solar,New,,Watkins Road NY Solar LLC,Cordelio Power,,,Mohawk Valley,,586,SEQR,,,13340,Herkimer,NY,Mohawk Valley,Under Development,,2026,20,19.99,19.99,36851,44220,,,,POINT (-75.07407 43.03638)
12/11/2024,Non-Tier 1,Wave Hydro,2226,,22.00,,,,Hydroelectric,,,,,,,Central,,,,,,13027,Onondaga,NY,Central New York,Cancelled,2010,,10,0.95,0.33,900,900,,,,POINT (-76.33276 43.15867)
12/11/2024,Tier 1,West River Solar,RESRFP19-1,,,65.18,Yes,,Solar,New,,West River Solar LLC,Boralex,,,Capital,,,SEQR,,,12831,Saratoga,NY,Capital Region,Cancelled,,,20,19.99,19.99,33446,40135,,,,POINT (-73.65232 43.19646)
12/11/2024,Non-Tier 1,Wethersfield,1168,,15.25,,Yes,Yes,Land Based Wind,,,,,,,Genesee,323626,,,,,14066,Wyoming,NY,Finger Lakes,Completed,2009,2009,10,126,119.7,314572,314572,,,,POINT (-78.13413 42.64198)
12/11/2024,Tier 1,"White Creek Solar, LLC",RESRFP22-1,,,87,Yes,,Solar,New,,White Creek Solar LLC,AES Corporation,,,Genesee,,777,ORES,,,14533,Livingston,NY,Finger Lakes,Under Development,,2027,20,135,135,268450,322140,,,,POINT (-77.85233 42.8284)
12/11/2024,Tier 1,Yellow Barn Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Yellow Barn Solar, LLC",CS Energy,,,Central,,1009,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64972&MNO=23-00048,,14882,Tompkins,NY,Southern Tier,Cancelled,,,20,160,160,299886,359863,,,,POINT (-76.49907 42.5343)
12/11/2024,Tier 1,York Run Solar,RESRFP21-1,,,,Yes,,Solar,New,,"York Run Solar, LLC",CS Energy,,,West,,1151,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64973&MNO=23-00049,,14701,Chautauqua,NY,Western New York,Cancelled,,,20,90,90,174520,209424,,,,POINT (-79.2378 42.09605)
